customer_age,customer_income,account_age_days,is_foreign_transaction,device_fingerprint_age_days,merchant_risk_score,transaction_amount,transaction_velocity_24h,is_fraud
40,33302.234310359505,109,0,63,0.26185806974523135,2119.0295310636247,6,0
45,17919.634349379103,104,0,22,0.6055500071902039,1816.40800300997,3,0
66,23390.780335550033,151,0,97,0.14915413337592964,1565.0568303101136,3,0
48,173985.35723270994,67,1,22,0.12029642838817754,7919.325735242238,5,1
52,23703.619937930056,1333,0,10,0.19123080330198733,2006.3065761151302,1,0
59,143966.65985547996,72,0,134,0.32257412942840663,6556.476651590298,2,0
24,26049.392219482997,516,0,66,0.30907252060722795,1766.012197318984,1,0
53,28131.723357610783,281,0,195,0.2495211714981874,1868.348483379629,1,1
37,38605.31698344428,250,1,247,0.24953324883443984,2513.7696591307613,4,0
18,31543.54172506779,71,0,29,0.15990832435610527,2131.31421600375,3,0
18,17139.839750716965,230,1,3,0.3352360900016544,1317.5668319059203,2,0
26,35904.923040394584,251,0,45,0.3478375076668477,2163.3093319931163,1,0
49,11184.386710251743,90,0,52,0.4492912996051765,1040.1569782859058,3,0
43,48607.3925913481,79,0,34,0.4401861831626492,2788.947260726333,2,0
44,43470.36354287616,54,0,18,0.19992275786242228,2375.7355074004686,3,0
71,65038.61238477039,1182,0,193,0.18984931184214118,3410.9817484317464,1,0
22,24404.492339671808,115,0,0,0.2130453469365331,1575.1637209041005,2,0
41,65554.46867267495,177,0,366,0.6986749577785997,3151.0758213482686,2,1
46,51253.11678031744,684,0,111,0.2280662418096961,2877.6382531068202,3,0
30,40215.81320329778,71,0,21,0.13880365122692448,4017.625433396621,3,0
42,176607.05796018647,1383,1,32,0.3162739048123763,7955.087374464545,1,0
18,52926.20186358632,134,0,182,0.33905790623522253,3047.056171323826,2,0
63,25056.867406732603,305,0,156,0.17513963692479348,1809.8721436735116,8,0
31,124122.53852017541,1164,0,32,0.38816375224715255,5919.694562697906,2,0
72,54620.83797198499,102,0,57,0.17512057135657286,3521.8430798349777,3,0
41,150702.8699453612,5,1,159,0.4707368607564346,6862.023824726514,2,1
57,8233.982016283919,29,0,168,0.2885111641600647,848.0868761619412,4,0
41,28553.019439474803,558,0,65,0.3326195101972141,1823.1598485455202,2,0
41,28609.966840458186,105,0,168,0.2030455973971895,2218.507610177998,3,0
33,8016.7111321760385,1274,1,11,0.1843808138948466,924.144566317419,1,0
43,41469.55905404686,48,0,88,0.16687076860515204,2325.7239910059484,4,0
46,26973.709013306252,23,0,37,0.22907491463158453,2353.1258857399944,2,0
30,7338.353336811666,60,1,4,0.5689470537982692,846.5805729728738,1,0
40,19672.89638457131,895,0,73,0.5132816639657162,1469.3961864135947,3,0
32,110096.07351259176,873,1,293,0.26316147023819736,5272.035799648931,6,0
76,75130.6918465333,191,0,14,0.6224054656010664,3580.5347231617293,3,0
40,20550.08880846716,15,0,323,0.5185484998714571,1368.5310700628918,2,0
65,20076.361298183518,205,0,29,0.2688092273896186,1331.170717737218,2,0
39,72306.99067359004,122,0,23,0.27128926485145494,3452.379595149827,6,0
45,7536.693575129948,401,0,191,0.2899523894301925,1077.7623050824802,4,0
22,58388.138472422805,136,0,17,0.3327237415783495,3247.5055602471384,1,0
35,8388.324046308016,220,0,312,0.35743797343344136,1147.892085530696,1,0
45,135076.59436033882,442,0,8,0.3578788970830686,6189.927805232603,1,0
65,61494.14401774247,264,0,15,0.314719050789987,2986.843277505923,1,0
45,8306.211909078535,154,0,212,0.23836355765938044,1200.200130586235,2,0
62,26785.301626907487,585,0,178,0.36435475127915146,1846.3677526111771,2,0
51,46809.171017006345,42,0,49,0.348511578620567,2721.8992008767486,2,0
66,7409.255531525733,188,0,9,0.09953391155044355,975.344633534256,2,0
41,35072.37463466643,7,1,2,0.11639995289550223,2253.315736925456,2,0
77,53384.82976350448,1032,0,87,0.24123866644561992,2714.290607754087,1,0
34,6940.880879254085,168,0,9,0.6083669943158904,1155.5730711324102,3,1
30,65966.07626386963,18,0,272,0.4020680093601065,3537.6908098118015,2,0
23,32866.670791810124,630,1,179,0.1767490627221172,1891.7731121293232,2,0
76,75617.92908502034,217,0,51,0.23991256275004583,3561.368597280991,2,0
54,30103.921862012703,273,0,39,0.2823226352824115,1709.5389153902024,1,0
36,15589.221020147987,721,0,117,0.66517454390816,1486.100397650297,2,0
60,14417.94226817008,116,0,409,0.1735950584905808,1255.990224722418,3,0
52,28291.759530200652,952,0,225,0.07829226921261183,1810.3899500839373,1,0
71,31225.973384112127,133,0,28,0.15156561681500935,1941.4225435626213,2,0
18,85071.4652633482,52,0,24,0.11765937754571008,3958.65842243532,1,0
38,29043.777232879893,474,0,55,0.6584188527679524,1909.9173695774098,3,1
35,10422.712416221844,407,0,41,0.3979481163982097,1017.1150206464722,1,0
18,25178.327292369464,305,1,74,0.36868530038601915,2295.437969608777,2,0
57,10728.346770997436,114,0,197,0.18910565036009896,988.815635850782,2,0
37,48047.794664197405,152,0,171,0.1309325432687911,2603.8230751243414,2,1
53,57751.03492712742,460,0,35,0.2034189710493697,3258.434907496666,1,1
77,66186.53078307146,46,0,17,0.24601237432147527,3228.8649892976646,3,0
36,28509.425417504546,212,0,392,0.30747599229743827,2873.9203770520467,1,1
35,20746.62615567603,798,0,0,0.29824685742124696,1561.458835619165,1,0
43,24134.92446157329,288,0,43,0.054717708541551766,1791.2490415311345,3,0
56,33756.74861085183,286,0,41,0.26902991118701325,3049.086167011127,2,1
33,24165.016184109736,119,0,153,0.23377345858230736,1512.842640667413,3,0
32,131621.92012133123,4,1,10,0.0910648340375436,6182.342307981323,3,0
57,27096.411439725685,17,1,75,0.19291049222546738,1814.4606925430198,1,0
47,33461.57346184123,174,0,6,0.14832331500126147,2152.918305727326,1,0
18,19908.173929513872,268,0,16,0.3216789899098559,1399.4831958530133,1,1
23,20271.074769742245,78,1,33,0.08439077417578415,1454.930311521313,4,0
64,13115.734235641577,378,0,30,0.3190845347237965,1452.4589996272043,2,1
48,15949.58771741736,230,0,50,0.5710516922262782,1202.0790315369884,4,0
30,162386.11311973268,99,0,54,0.14519983830138347,7440.004197982916,2,0
39,56111.04844356381,237,0,44,0.5057031736640455,2849.7845363035467,3,1
42,27691.871683154233,294,1,37,0.19116239009051464,2080.55766451006,2,0
53,21477.26778209013,144,0,29,0.49114317427224086,1516.6435282450343,5,0
21,97561.99965051029,628,0,101,0.22771823515866813,4543.931806916675,1,1
29,18610.14476696781,515,0,87,0.1700889074545075,1483.3497431995202,4,0
46,9296.854267408307,364,0,269,0.2127301510732621,1271.7762929323349,2,0
40,53111.98352699521,555,0,2,0.28884882044918553,2775.243174781941,2,0
50,17302.608539996614,1496,0,181,0.23002462751549194,1298.3997612441067,3,0
23,13006.656907945813,29,0,139,0.46799831653277163,1166.8706993366154,1,0
47,15154.73348801037,94,0,10,0.0764074833043876,1456.5347423803546,1,0
58,50615.3129350831,124,0,9,0.2522863293348024,2580.5341171278346,1,0
49,33409.91530064797,663,0,171,0.42590168804495165,2622.4451747239873,2,0
44,16521.709613179628,722,0,90,0.40805175589219667,1171.977855774374,2,0
40,52872.04502322997,166,0,20,0.25790252106338296,2658.9188771041386,1,0
29,18731.75186861601,173,0,4,0.6609399006326864,1425.034478497058,2,0
40,9813.215578070296,131,0,9,0.1305771831333395,895.0551718653749,2,0
60,12755.522446573366,1055,0,63,0.41886557765175797,1198.5336865824374,1,0
40,36960.31054509082,201,0,81,0.08529918166512067,2222.032033921089,1,0
28,19402.24798386119,2407,0,62,0.4989689817335348,1920.185059657042,1,0
34,39506.07114324778,119,0,85,0.17648015270006975,2109.4582005062234,1,0
45,88425.4419467082,336,0,10,0.3564675111729974,4223.505453688297,1,1
36,21938.443107700285,47,0,375,0.01401222346557343,1685.3729040730225,1,0
49,306522.8760699195,208,0,57,0.3660274266620161,12907.438551116376,2,0
49,45296.175702312474,36,0,61,0.519364235926901,2944.2589863320354,3,0
55,31538.562640845452,68,0,572,0.30575750072387015,2044.7927339021135,2,0
63,12484.439162670053,568,0,21,0.34168017580565474,1539.3494469416587,1,0
56,27479.105224686,392,0,7,0.179444182240055,2054.815729508943,3,0
27,29767.41278412412,355,1,7,0.2713902934735299,1720.4847154293568,5,0
28,66688.74124963036,131,0,137,0.2594936535036794,4323.733605759891,2,1
40,22547.612988716755,20,0,80,0.3082459664058346,1745.4537864147223,1,0
35,51323.49419283133,103,0,91,0.3641587263057235,2851.5244069060636,2,1
24,37557.08080295491,69,1,41,0.212222776783405,2127.2384093876117,1,0
35,79206.57761466918,70,0,46,0.44453525496922325,4211.9332795883365,2,0
34,84363.94914654389,1150,0,11,0.36836471236944535,3964.42538375974,2,0
31,47423.488097029396,511,0,93,0.29452973487261175,2476.058448267737,3,0
37,66969.23785433792,2500,1,215,0.03225877806945739,3841.1025802381105,5,0
59,89219.2218066146,948,0,172,0.2568507741002238,4224.022357912848,2,0
44,55818.7413402075,49,0,122,0.20463103423145965,3768.3068200335665,1,0
79,45352.87072159719,347,0,142,0.22165987573920867,3113.8014170306333,6,0
44,50381.02828606719,30,0,283,0.1987571409090034,2746.8984223490015,3,0
37,131838.99939055336,582,1,92,0.1821730614996186,6463.832377344058,1,1
42,39739.431638259666,1096,0,110,0.4478319297791184,4338.681934955937,2,0
45,65066.08047491593,180,0,184,0.22649403777403757,3230.4344447578496,1,0
48,21140.922180210364,357,0,137,0.01771978203100393,1616.5691350750117,2,0
73,120659.15635949184,308,0,120,0.3870717762227868,5418.446390728553,2,0
29,52032.28793328421,0,0,53,0.13183279462297645,2733.2712898554064,2,0
54,27549.029424450127,251,0,45,0.11450524480275062,1999.1842884596672,1,0
45,34335.345195651185,1165,0,181,0.20375144872859402,2505.0750981452084,1,0
18,30494.049901505838,410,1,22,0.17173713909998337,1720.212605087925,3,0
53,36460.2515428447,121,0,67,0.20859525300844065,2243.6064338492856,1,0
61,42950.83514221727,124,0,23,0.09690023467597923,2297.898537392499,2,0
29,31026.06984647617,208,0,165,0.31177535442839877,1989.291237900118,1,0
41,10194.178485689803,98,0,16,0.25354018555019875,955.2239179458775,5,1
18,150171.10535049363,404,1,199,0.6577918095085348,6614.998230902793,3,0
23,44937.89620139748,204,0,73,0.29723728355765605,2575.538772975297,2,0
57,45115.61072433984,174,0,18,0.28517629628394825,2547.130029076854,1,0
35,34946.70285479786,251,0,35,0.2680192864021149,2084.944793791995,1,0
25,75089.6923431321,65,0,21,0.44197520393911177,3750.367850921374,2,1
45,37743.55174756421,327,0,31,0.26734337596739594,2116.6399448834277,3,0
34,28317.922492030906,143,0,77,0.5978136941906629,1727.9701391468097,1,0
34,29803.924894265652,904,0,28,0.34535625719469265,2223.966246070003,1,0
53,98819.33228208529,184,0,76,0.1836672253336838,4653.423165328924,4,0
24,42698.13957036269,164,1,74,0.45100076499263747,2606.8564966498097,3,1
28,35309.21393163471,369,0,58,0.37715563782119765,2086.157421371486,3,0
44,25633.073468963987,232,0,39,0.32714262360870017,2262.7851812142594,2,0
56,28101.541170762408,240,0,4,0.21884247248422742,2301.3753336956042,2,0
60,86207.22101898707,84,0,201,0.20894247791862683,4620.633016411395,1,0
32,17447.212043496016,262,0,47,0.37915177298158914,1666.4565253995352,3,0
56,62053.852035680335,24,0,91,0.23926924413467432,3559.2294465827836,1,0
30,63914.04116026117,1538,0,49,0.3429166720448654,3835.592047162957,2,0
69,43152.83907685363,55,1,52,0.06934340767634437,2454.4201863286157,3,0
24,31197.31315460186,282,1,244,0.5023137305635693,1799.060929747283,2,0
61,11096.42526613568,418,0,100,0.6392680824377027,1195.5499049425134,4,0
32,61778.62312385256,12,0,11,0.1317249977870327,3127.095412090949,3,0
72,10137.064325690713,273,0,97,0.24118233443363557,963.9921189142847,2,0
50,41500.77024689534,52,0,53,0.24521138991747882,2911.123661295656,3,0
26,37860.85390715663,415,0,89,0.3006746572320254,2332.7927141816967,2,0
34,67132.43995275786,223,0,63,0.2882075049515925,3404.6674110865424,3,0
53,17737.359654406082,70,0,80,0.47391046972659523,1620.9409041858949,3,0
57,17049.486941200386,502,0,118,0.11811858552345868,1274.4283577483377,2,0
40,55696.3371968113,28,0,7,0.21531096287376097,3830.456946774807,1,0
42,31677.284229249854,120,0,53,0.32082668278948023,2152.612557718559,3,1
53,7232.291233135119,545,0,194,0.09937160758285811,789.4097726791491,2,0
43,36135.69252500667,1157,0,41,0.042121975119598934,1960.7670096055224,2,0
22,154229.6799689873,251,0,86,0.34672934080034046,7041.649989836478,1,0
29,56325.07750471573,163,0,156,0.49515523169938636,2897.7734792469246,3,1
45,14066.13442562772,78,0,53,0.2630622514137024,1363.4049492056524,3,1
60,52878.04764662864,670,0,324,0.44464855179223606,3235.9577653948973,5,0
66,79716.89721811983,212,0,41,0.03922238197248346,4906.975421821598,1,0
53,9136.010639498722,8,0,32,0.2668241645896544,891.1567099422804,4,0
46,28855.095013762868,28,0,224,0.4121940183234424,2934.4391572231725,1,0
53,102706.67463233667,45,0,7,0.3527703114842231,4736.418038550609,5,0
31,10728.21095533573,748,0,77,0.35372495048586494,1037.2230340579736,2,0
39,29028.86976388083,124,1,34,0.3843725472531337,1662.1868502651887,2,0
29,30572.72395572646,2,0,43,0.3796836824578781,2290.6593409436796,4,0
23,26044.72352238548,407,0,18,0.48418778484670216,1606.8913420534086,3,0
47,109172.0558847987,378,0,182,0.4957112464126485,4920.208413313684,1,0
44,96551.07962987745,297,0,45,0.3207713905839407,4562.661489818612,3,0
52,28510.573951068345,185,0,19,0.4125873238855762,1876.8983762599578,3,0
50,16095.683884127366,968,0,13,0.22899072305351542,1254.760563382633,3,0
45,100545.67876002679,134,1,219,0.4025973122315919,4611.406565026727,2,0
50,67503.48519762358,195,1,17,0.29399669440641546,3299.11572346423,4,1
41,35830.49817113544,172,0,4,0.27003768668722244,2439.821485061205,3,0
48,61323.85600756374,622,0,121,0.14648472132404242,2997.1406703060056,2,0
31,60962.99382483856,282,0,174,0.07866080631032406,3221.1993115562536,2,0
47,18040.26233655152,48,0,9,0.3082605963710645,1485.7750756373853,1,0
52,22579.807424877563,36,0,63,0.433099839069055,1642.4445179401478,3,0
31,36479.63644648579,870,0,25,0.28781507990123933,2720.4917015533883,2,0
42,7733.525246287916,734,0,69,0.21400505978910217,1239.4281855619224,2,0
32,27608.000513574076,375,0,51,0.3585068139256627,2094.813678720249,2,0
34,19266.508557160785,329,0,191,0.2597970067742635,3196.6006585627956,3,0
25,41652.65936707748,332,0,229,0.5120429651121268,3035.7053967235765,3,0
60,14751.141515992009,467,0,19,0.2981779553516779,1135.3009091669846,2,0
57,51201.25167622049,152,0,16,0.07739285521328355,2620.867666542153,2,0
50,43391.704382346856,815,0,223,0.09255408543881696,2432.0278327452534,5,1
71,33474.11298402549,10,0,111,0.21956357351614272,1921.6034035482899,3,0
39,52857.52010029193,397,0,218,0.06626380793750185,2873.2993589193093,1,0
85,58330.44355011951,624,0,0,0.030103382957580603,2872.8192906930612,3,0
38,30021.642650924932,125,0,15,0.14405016753225916,1704.994074915606,1,1
45,37358.787136775034,253,0,61,0.4348356387315209,2728.8253048283373,4,0
36,21100.836688604842,2936,0,185,0.11223070100554022,1609.4040790121278,1,0
47,20904.86376662857,91,0,102,0.46696509719292645,1382.1681248267635,1,0
54,128596.35327229451,72,0,130,0.12531052583010552,6147.07728460155,2,0
40,30889.883616301584,198,0,70,0.06184020677025601,1740.600545043701,2,0
68,35976.42216237128,305,1,142,0.32811356011126636,1975.270795714513,1,0
45,34140.28832929672,72,0,78,0.3307366945156773,2321.47387260867,2,0
46,48884.47922585642,1900,0,6,0.036037387529200424,2507.227325477921,1,0
28,23501.64651038574,798,0,137,0.46509215020362166,1656.9799643165657,1,0
48,25381.397110835256,485,0,177,0.19636381719776183,1657.3476987104086,1,0
39,76849.19371287874,236,0,163,0.3364466649332574,3712.6027283110097,1,1
32,11049.572783224266,1008,0,6,0.2316881061792735,1118.3022920184303,1,0
30,42172.77222559291,262,0,109,0.1292986794323865,2340.0856307331464,3,0
82,18831.0076675603,728,0,44,0.056930698158778346,1719.6427066255997,2,0
38,7279.225979505429,80,0,24,0.085774855138841,905.7658000531119,2,0
20,34031.79606407346,408,0,95,0.5248242219124136,1889.3695904964559,2,0
31,14421.020063350092,156,0,173,0.3435281838650285,1292.4864409632041,3,0
41,12498.032425455869,433,0,43,0.13929293271065293,1380.2420735978474,3,0
50,289708.94594504917,364,0,42,0.201322473282215,12224.219586403497,2,0
50,56031.33073746929,459,0,24,0.3310097490268615,3110.9295065085366,1,0
52,57142.12040494992,81,0,113,0.0037379959147151695,3018.0834842620393,1,0
32,34800.87001781794,422,0,10,0.10274578645528679,2087.691139357871,3,0
47,13970.231773535283,650,1,84,0.1307208921034002,1192.4749669318571,3,0
28,31812.09665406018,584,0,53,0.06929560921808953,1978.3190068817958,2,0
32,27332.377587402036,393,0,63,0.5874445546493335,2252.8699361113545,4,0
28,7789.8821023211,11,0,191,0.26609890197386515,1387.3881719434607,1,0
24,152212.9245852171,250,0,155,0.08351996904531599,6667.850054796516,6,1
57,33808.42265773856,72,0,224,0.2734574821865369,1864.6319464336466,6,0
52,18653.014812530222,63,1,16,0.5145608124479328,1280.9615261953913,2,0
56,40075.67990556516,450,0,153,0.29666462133836424,2416.199138651367,4,1
42,12053.37068841683,88,0,105,0.19731165950662427,994.4293833827477,3,0
53,17149.290928545583,985,0,72,0.07992829806364993,1932.6020725758256,1,0
18,124140.90098057786,262,0,28,0.24455292074777596,5529.527849787527,3,0
54,23961.855567021375,363,0,17,0.16656785448524342,2096.491540396946,3,0
44,35791.85603522386,50,0,233,0.49845549570813674,2094.676018853829,1,0
51,39450.48339663975,60,0,34,0.4220907305772592,2519.0269829744702,3,1
47,31594.283600241502,352,0,61,0.30856741893147577,1863.1488484049264,1,0
27,23601.407529657004,1236,0,272,0.12790615781699038,1667.917154587362,4,0
19,223078.23629944192,377,1,42,0.25463819408639077,9576.213058706282,1,0
31,20074.0698239824,151,0,7,0.4688959644147189,1643.0501416960224,2,0
50,17763.183284687453,250,0,123,0.45888331849519276,1364.7858882779283,2,0
52,53772.08937592846,306,0,140,0.09084393377935841,2940.317321745885,3,0
21,12991.862978184286,110,0,0,0.18038167521457033,1120.5336147475598,2,0
27,82205.85306911134,6,0,29,0.2758385171232698,3855.5019979657955,2,0
31,30919.23985735237,732,0,43,0.32704359793333876,2162.447049956837,1,0
36,40264.37888587412,528,0,62,0.10185170549289468,2810.975747492824,3,0
21,46001.132768460426,163,0,60,0.4219662684318226,2353.1442914766667,2,0
20,27677.065086642655,63,0,60,0.26773688096116344,1871.3747724123457,2,0
29,75550.30853719768,103,1,41,0.345816984081725,3967.004273968292,2,0
43,61071.48868396033,37,1,80,0.35915107957147807,3132.498768752483,3,0
24,54893.76986781598,464,0,54,0.49196146346339786,2959.3735451813905,2,0
40,10813.547296320985,847,0,116,0.49142771507356625,941.3833532426809,1,0
57,27476.278755337014,808,0,49,0.3070060049989766,1653.813546985387,3,1
22,33221.88029197647,1563,0,2,0.2805357456428718,1895.4242003033653,2,0
38,145822.75858896878,61,1,140,0.4051677407611474,6667.508817389986,1,1
57,11716.91437058644,465,1,92,0.22950207394354005,1125.2322885572157,2,0
35,21795.360696183834,254,0,13,0.3254148650309818,1636.0516630090776,1,0
33,86272.6224855592,181,1,113,0.25948263109000214,4180.643550345882,4,0
59,17136.759598993216,122,0,15,0.24697859195493202,1304.3391126263207,5,0
37,21458.07605485203,451,0,188,0.38654236922419805,1961.3889084195878,3,1
58,138576.8066853552,576,0,113,0.23069022823774177,6142.255233220569,4,0
48,48660.41795801089,169,1,13,0.17236616597517676,2852.7698178941523,3,0
36,72140.33940561813,922,0,13,0.6076582466621915,3576.447095951858,4,0
49,64733.274239504506,466,1,65,0.10794734505287128,3444.616153893449,1,0
46,39881.48409498104,274,1,46,0.3999652549212217,2282.666036624667,1,0
57,39072.17951003721,946,0,238,0.08648761625015315,2696.305452750147,3,0
33,73815.52554351692,430,0,27,0.09988787421547346,4106.686193962464,4,0
42,18442.545093018118,68,0,41,0.28159316431563786,1649.8581354058883,1,0
41,145395.76040481686,165,0,280,0.0977763565436681,6406.887064253919,6,0
52,23688.579941249336,264,0,57,0.5877789030603655,1536.5934778848775,1,0
26,82328.49280128663,1186,0,88,0.1902969424651474,4370.614920845163,2,0
57,54432.85473314581,226,0,239,0.2317955454271335,2742.1770574113125,1,0
48,23437.986032527213,151,0,550,0.43784988455386914,1465.3351889519274,3,0
22,53469.1108299116,2,0,28,0.16455972681096884,2646.026547194616,4,0
60,40214.42705554177,126,0,18,0.31104682027014136,2906.473029950404,3,0
75,8844.395275308361,537,1,42,0.5893957766049955,1307.3042544635407,1,0
57,33880.91791936006,104,0,11,0.5768904246710111,2165.203979789765,4,0
63,13373.394026535661,29,0,74,0.2137054699793792,1187.4871807036768,1,0
43,54501.88401703104,126,0,4,0.18657876259951844,2940.67934704098,3,0
18,32428.01792610222,177,0,61,0.21814393279661456,2667.0459240316623,3,0
18,73272.81612953832,491,0,13,0.5446997667825294,3574.5662467376274,1,0
45,20797.3825281574,21,0,177,0.3472035754763802,1408.870419396433,1,0
33,12878.142096288091,213,1,36,0.3093351658338874,1109.0576223188407,2,0
28,15352.572115644123,302,0,57,0.1824822852152046,1450.6275952129854,3,0
41,182788.74022889757,451,0,4,0.13005675100577668,8192.237684517719,3,1
51,409708.70959494537,388,0,345,0.16964785443249364,17062.08346863148,4,1
20,180063.01703714737,480,0,25,0.7021575764073682,7881.09374762724,2,1
35,10592.487181536548,804,0,223,0.0824207320432938,929.8851551783441,2,0
64,12069.6569499986,411,0,51,0.36949922867459595,1426.9734872601512,1,0
25,15489.41550938485,317,0,4,0.36367406975661215,1399.555185649522,1,0
55,67461.85398576276,826,0,47,0.3541528623507652,3634.3788156121705,3,0
34,196082.82248929437,2702,0,94,0.290628946448778,8602.977286296853,1,0
50,74894.5660552533,237,0,23,0.39250160082586366,3554.8695877893356,2,0
58,42275.761303670515,766,0,83,0.09959491071888359,2688.305531738441,3,0
53,17333.972597452135,528,0,106,0.3373284283716656,1478.9209597905383,2,0
55,28896.473910990426,334,0,15,0.24254231556477365,1691.1809008564458,2,0
24,38984.1098102773,141,0,34,0.030855611154242242,2552.698410668263,3,0
58,73580.54244479092,69,0,313,0.27857586606732154,3479.3174920604333,3,0
29,24361.274587754306,222,0,453,0.41957263169802944,1581.6652974926744,1,1
45,50058.65639706219,138,0,36,0.5943510280324458,2619.698461476141,2,1
45,45254.996365006635,1041,1,27,0.23855196832625716,2761.162659552016,4,0
49,39350.78386767507,681,0,14,0.3116986640895914,2107.635832979167,3,0
47,26466.514211469872,748,0,115,0.07922578048594073,1974.6470159999133,2,0
29,40005.360681379025,220,0,14,0.19681887110966073,2364.5276419961806,2,0
21,33633.70968795053,478,0,4,0.08471048725202439,1983.6776965926301,1,1
55,19429.07108816223,692,1,21,0.6242535081930167,1548.619860377786,2,0
44,73689.43294660735,301,0,74,0.19975501083736627,4060.0846073302973,3,0
59,127994.06348250863,298,1,25,0.4280396120087407,5714.247071801213,2,0
41,41609.69899554541,283,0,114,0.7211331331384956,3111.5730078091265,1,1
20,35003.47065391815,105,0,17,0.6284423797834234,1920.1265697710135,2,0
56,66636.66126498819,1323,0,72,0.22830028078535264,3442.2854980376355,5,0
36,42118.032999413066,46,0,18,0.316684533664166,2447.6190289760516,1,0
47,90425.11318330342,147,0,23,0.4049914829301621,4354.584302285249,3,0
32,39540.306241637474,395,0,0,0.23869375101030768,2668.232733329306,2,0
66,58042.53817819348,319,0,49,0.24416943045581335,3024.7125729352733,3,0
28,145332.99771253916,435,0,118,0.3281013900142455,6958.422178407314,3,0
36,100122.92145104607,257,0,188,0.6706149139256599,4647.135769384039,2,0
43,32033.398899641063,339,0,2,0.046678228009800794,1908.343270837221,3,0
25,86261.03256954905,774,0,499,0.34956986031895726,4409.897486010811,3,0
46,15456.017813734417,182,0,44,0.0858115021718991,1251.0306151876762,2,0
66,30922.49873160438,184,0,136,0.12840473486947573,1743.9922108088522,2,0
34,70746.38018434853,11,0,10,0.19502876610895195,3388.6086870668983,4,0
47,123479.23020712793,272,0,285,0.16327336174005047,5607.998373536031,3,1
18,19907.56341424571,119,0,31,0.516027705131515,1345.9182826232172,3,1
41,35530.505626360275,304,0,302,0.43600846914397146,2128.422265317802,4,0
37,36403.97540711046,297,0,36,0.18564408740402055,2364.0257695166765,3,0
29,33733.466543238785,44,0,240,0.11707390742259245,1941.010545359786,2,0
58,13726.039694159617,359,0,67,0.17517415405815792,1629.2418974018483,2,0
37,54208.074633407734,97,0,355,0.17148032282576559,3030.0569735542067,1,1
39,13088.821461268808,11,0,26,0.1914383606482063,2022.5665676919514,2,0
36,90240.09665199544,243,0,55,0.45532243809373407,4692.798178271754,3,0
18,106920.26695149361,150,0,72,0.20347537398062365,5128.557287950013,2,0
25,21789.833224467617,202,1,96,0.5031658615242861,1730.3093762199628,1,0
56,13157.228843554532,762,0,53,0.3035478448012085,1812.6188957592287,4,0
18,35392.00627897648,1,0,214,0.15142380521980842,2210.7738482077425,4,0
30,23958.062406155324,193,1,50,0.16592276912101275,1612.832590292104,3,0
36,30707.28373122788,397,0,20,0.5962583908208233,1949.9400842501582,4,0
68,39075.452421612856,513,0,42,0.23964097276935678,2509.7293628718926,3,0
53,17253.944840655844,220,0,13,0.18224976666285708,1257.775269764788,3,0
33,136932.2587861121,666,0,58,0.600987094809887,6329.106990994781,2,0
61,21743.279186940963,780,0,100,0.15812872925100804,1931.79396985434,1,0
30,76752.27544997993,125,0,62,0.40472315410108944,4301.098543323269,3,0
57,17820.64469550838,284,0,33,0.0852641075103806,1387.8629091613727,1,0
21,38142.72257734074,53,0,4,0.16148279779650454,2092.1961388690866,3,0
58,52064.972831201594,51,0,21,0.204444827322689,2771.5947413716344,2,0
35,40477.7832480657,1226,0,21,0.3744620605005521,2772.8317690330396,1,0
26,29639.16923124559,328,0,45,0.22046204319877657,1907.3628162237071,1,0
38,24479.742015370448,664,0,136,0.24019962942157405,1574.0669218979197,2,0
46,26227.56053223504,1275,0,13,0.3081385116726327,1698.5489809118637,4,0
34,21160.03760748388,179,0,13,0.165235564935301,1449.165626223099,4,0
50,47402.194806446925,143,0,67,0.25027757934406464,3678.363216342539,4,0
33,157157.6756808111,544,0,195,0.4592612530105205,7150.64036568455,3,0
51,48408.73464213322,335,0,96,0.18725646462057557,2523.149026270107,2,0
48,58491.100603413506,89,0,57,0.1801747985363929,3069.649102132371,3,0
41,86319.07489170026,225,1,6,0.019643426174289495,4566.387887104222,2,0
35,25315.59643821027,197,0,62,0.08308530976333325,1907.8640548537146,2,0
44,8574.331294537635,115,0,14,0.38552244219170195,1256.9468910706694,2,0
50,36400.89689067548,14,0,63,0.26696146369561047,2339.96763216792,3,0
72,71967.53406070132,512,0,21,0.5257048961088332,3851.351300181479,3,0
56,181360.29043601127,216,0,2,0.35457444533300647,7806.406956219668,2,0
56,16577.93301276887,402,0,55,0.0937926238487742,1206.8240415185653,3,0
85,87538.18973992883,276,0,124,0.21025511978233877,4107.264230021079,2,0
49,44748.5527743514,155,0,42,0.36594073225097085,2887.6718697590973,2,1
49,26607.30881733779,327,0,39,0.06536075527094498,1731.2116187466586,1,0
52,15728.205971546164,88,0,44,0.30746861210579773,1199.3327335246217,4,0
26,22762.760606208514,395,0,18,0.15920398401028857,1604.9372441143892,2,1
35,57447.29430977147,653,1,62,0.40548578259126905,2952.204563388375,5,0
34,96588.30440686415,499,0,175,0.43185301401098897,4527.882520189947,1,0
51,4107.655938325343,606,0,7,0.13774778190015233,793.4296024498519,3,0
39,54719.64720496826,1137,0,21,0.2674388837846069,3272.171492407796,1,0
44,22952.118507706444,191,0,4,0.26023347939363883,1451.2922758875206,2,0
